epoch,train_loss,train_box_loss,train_conf_loss,train_class_loss,val_precision,val_recall,val_f1,lr
324,0.78138,0.74134,0.03058,0.00947,0.80057,1.00000,0.88136,0.0007909
325,0.82492,0.78981,0.02792,0.00719,0.80057,1.00000,0.88136,0.0007896
326,0.82158,0.78327,0.03223,0.00608,0.80057,1.00000,0.88136,0.0007884
327,0.80094,0.76306,0.03216,0.00572,0.80057,1.00000,0.88136,0.0007871
328,0.85008,0.81289,0.03014,0.00705,0.80057,1.00000,0.88136,0.0007858
329,0.82735,0.79583,0.02541,0.00611,0.80057,1.00000,0.88136,0.0007845
330,0.79338,0.75947,0.02733,0.00659,0.76932,1.00000,0.86469,0.0007832
331,0.80245,0.76744,0.02813,0.00688,0.76932,1.00000,0.86469,0.0007819
332,0.77456,0.74404,0.02365,0.00687,0.76932,1.00000,0.86469,0.0007807
333,0.85651,0.82479,0.02565,0.00607,0.76932,1.00000,0.86469,0.0007794
334,0.77455,0.74273,0.02597,0.00585,0.76932,1.00000,0.86469,0.0007781
335,0.73469,0.70144,0.02844,0.00480,0.76932,1.00000,0.86469,0.0007768
336,0.85056,0.81017,0.03295,0.00743,0.76932,1.00000,0.86469,0.0007755
337,0.80133,0.76215,0.03174,0.00743,0.76932,1.00000,0.86469,0.0007742
338,0.85773,0.81757,0.03332,0.00685,0.76932,1.00000,0.86469,0.0007729
339,0.75914,0.72705,0.02737,0.00472,0.76932,1.00000,0.86469,0.0007715
340,0.80860,0.77221,0.02905,0.00734,0.76042,1.00000,0.85404,0.0007702
341,0.73400,0.70252,0.02636,0.00513,0.76042,1.00000,0.85404,0.0007689
342,0.85706,0.74744,0.10039,0.00923,0.76042,1.00000,0.85404,0.0007676
343,0.85727,0.79771,0.05148,0.00808,0.76042,1.00000,0.85404,0.0007663
344,0.77924,0.73074,0.03939,0.00911,0.76042,1.00000,0.85404,0.0007650
345,0.86273,0.80100,0.04696,0.01477,0.76042,1.00000,0.85404,0.0007636
346,0.89003,0.83752,0.04021,0.01230,0.76042,1.00000,0.85404,0.0007623
347,0.80011,0.75481,0.03742,0.00787,0.76042,1.00000,0.85404,0.0007610
348,0.77449,0.72630,0.03815,0.01004,0.76042,1.00000,0.85404,0.0007596
349,0.87753,0.83995,0.03073,0.00685,0.76042,1.00000,0.85404,0.0007583
350,0.87744,0.83971,0.03024,0.00749,0.74091,1.00000,0.84247,0.0007570
351,0.92624,0.88722,0.03121,0.00781,0.74091,1.00000,0.84247,0.0007556
352,0.89946,0.85627,0.03382,0.00937,0.74091,1.00000,0.84247,0.0007543
353,0.82071,0.78263,0.02888,0.00920,0.74091,1.00000,0.84247,0.0007529
354,0.78719,0.75200,0.03008,0.00511,0.74091,1.00000,0.84247,0.0007516
355,0.81408,0.77994,0.02712,0.00703,0.74091,1.00000,0.84247,0.0007503
356,0.84005,0.80293,0.02972,0.00739,0.74091,1.00000,0.84247,0.0007489
357,0.86929,0.83550,0.02943,0.00435,0.74091,1.00000,0.84247,0.0007475
358,0.85069,0.81706,0.02816,0.00548,0.74091,1.00000,0.84247,0.0007462
359,0.81926,0.78411,0.02796,0.00719,0.74091,1.00000,0.84247,0.0007448
360,0.75669,0.72450,0.02742,0.00476,0.90625,1.00000,0.94762,0.0007435
361,0.81612,0.78131,0.02945,0.00536,0.90625,1.00000,0.94762,0.0007421
362,0.77565,0.73968,0.02948,0.00648,0.90625,1.00000,0.94762,0.0007407
363,0.76814,0.73626,0.02607,0.00581,0.90625,1.00000,0.94762,0.0007394
364,0.76351,0.72906,0.02603,0.00842,0.90625,1.00000,0.94762,0.0007380
365,0.78510,0.75539,0.02491,0.00480,0.90625,1.00000,0.94762,0.0007366
366,0.78546,0.74545,0.03370,0.00630,0.90625,1.00000,0.94762,0.0007352
367,0.75812,0.72423,0.02776,0.00613,0.90625,1.00000,0.94762,0.0007339
368,0.84200,0.80963,0.02619,0.00618,0.90625,1.00000,0.94762,0.0007325
369,0.83239,0.80065,0.02571,0.00603,0.90625,1.00000,0.94762,0.0007311
370,0.83120,0.78678,0.03729,0.00713,0.77222,1.00000,0.85784,0.0007297
371,0.83488,0.79838,0.03009,0.00641,0.77222,1.00000,0.85784,0.0007283
372,0.82296,0.78757,0.02967,0.00572,0.77222,1.00000,0.85784,0.0007269
373,0.75543,0.72416,0.02611,0.00516,0.77222,1.00000,0.85784,0.0007256
374,0.79167,0.75659,0.02712,0.00795,0.77222,1.00000,0.85784,0.0007242
375,0.73227,0.70054,0.02603,0.00569,0.77222,1.00000,0.85784,0.0007228
376,0.78122,0.74535,0.02842,0.00745,0.77222,1.00000,0.85784,0.0007214
377,0.75116,0.72134,0.02479,0.00503,0.77222,1.00000,0.85784,0.0007200
378,0.73401,0.69716,0.02635,0.01050,0.77222,1.00000,0.85784,0.0007186
379,0.78452,0.74940,0.02548,0.00964,0.77222,1.00000,0.85784,0.0007172
380,0.78513,0.75253,0.02610,0.00651,0.76042,1.00000,0.85404,0.0007158
381,0.81182,0.77835,0.02680,0.00667,0.76042,1.00000,0.85404,0.0007144
382,0.81380,0.77642,0.03008,0.00730,0.76042,1.00000,0.85404,0.0007129
383,0.77347,0.74212,0.02537,0.00598,0.76042,1.00000,0.85404,0.0007115
384,0.73749,0.70559,0.02687,0.00504,0.76042,1.00000,0.85404,0.0007101
385,0.77187,0.74525,0.02220,0.00442,0.76042,1.00000,0.85404,0.0007087
386,0.79110,0.75901,0.02686,0.00523,0.76042,1.00000,0.85404,0.0007073
387,0.78956,0.76226,0.02282,0.00448,0.76042,1.00000,0.85404,0.0007059
388,0.78703,0.75444,0.02734,0.00524,0.76042,1.00000,0.85404,0.0007044
389,0.75482,0.72074,0.02701,0.00706,0.76042,1.00000,0.85404,0.0007030
390,0.71295,0.68274,0.02473,0.00548,0.79444,1.00000,0.87847,0.0007016
391,0.73932,0.70828,0.02516,0.00589,0.79444,1.00000,0.87847,0.0007002
392,0.71838,0.69051,0.02350,0.00437,0.79444,1.00000,0.87847,0.0006987
393,0.76093,0.72788,0.02444,0.00861,0.79444,1.00000,0.87847,0.0006973
394,0.72151,0.68168,0.03357,0.00626,0.79444,1.00000,0.87847,0.0006959
395,0.69338,0.66241,0.02676,0.00420,0.79444,1.00000,0.87847,0.0006944
396,0.76027,0.68951,0.06570,0.00506,0.79444,1.00000,0.87847,0.0006930
397,0.89840,0.85674,0.03593,0.00572,0.79444,1.00000,0.87847,0.0006916
398,0.84121,0.79716,0.03744,0.00661,0.79444,1.00000,0.87847,0.0006901
399,0.77389,0.73513,0.03285,0.00590,0.79444,1.00000,0.87847,0.0006887
400,0.76723,0.72989,0.03099,0.00635,0.81875,1.00000,0.89306,0.0006872
401,0.73582,0.69814,0.03187,0.00582,0.81875,1.00000,0.89306,0.0006858
402,0.77812,0.74259,0.02968,0.00586,0.81875,1.00000,0.89306,0.0006843
403,0.77182,0.73397,0.03259,0.00525,0.81875,1.00000,0.89306,0.0006829
404,0.77233,0.73567,0.03084,0.00583,0.81875,1.00000,0.89306,0.0006814
405,0.69882,0.66399,0.03015,0.00468,0.81875,1.00000,0.89306,0.0006800
406,0.71919,0.68408,0.03032,0.00479,0.81875,1.00000,0.89306,0.0006785
407,0.73667,0.70556,0.02683,0.00429,0.81875,1.00000,0.89306,0.0006771
408,0.76125,0.72514,0.02921,0.00689,0.81875,1.00000,0.89306,0.0006756
409,0.76304,0.73146,0.02695,0.00463,0.81875,1.00000,0.89306,0.0006741
410,0.73557,0.70727,0.02406,0.00424,0.84097,1.00000,0.90613,0.0006727
411,0.73078,0.69936,0.02733,0.00409,0.84097,1.00000,0.90613,0.0006712
412,0.65777,0.62693,0.02470,0.00613,0.84097,1.00000,0.90613,0.0006697
413,0.71405,0.68293,0.02428,0.00684,0.84097,1.00000,0.90613,0.0006683
414,0.68634,0.65157,0.02397,0.01080,0.84097,1.00000,0.90613,0.0006668
415,0.70478,0.67625,0.02318,0.00536,0.84097,1.00000,0.90613,0.0006653
416,0.67765,0.64898,0.02467,0.00400,0.84097,1.00000,0.90613,0.0006639
417,0.76718,0.73638,0.02610,0.00470,0.84097,1.00000,0.90613,0.0006624
418,0.74099,0.71356,0.02358,0.00385,0.84097,1.00000,0.90613,0.0006609
419,0.75947,0.73084,0.02498,0.00365,0.84097,1.00000,0.90613,0.0006594
420,0.71343,0.67895,0.02935,0.00513,0.81667,1.00000,0.89154,0.0006580
421,0.65602,0.62756,0.02447,0.00398,0.81667,1.00000,0.89154,0.0006565
422,0.73105,0.69750,0.03003,0.00352,0.81667,1.00000,0.89154,0.0006550
423,0.69848,0.66838,0.02602,0.00408,0.81667,1.00000,0.89154,0.0006535
424,0.71177,0.68027,0.02625,0.00525,0.81667,1.00000,0.89154,0.0006520
425,0.75054,0.72138,0.02429,0.00487,0.81667,1.00000,0.89154,0.0006505
426,0.71652,0.68247,0.02945,0.00460,0.81667,1.00000,0.89154,0.0006491
427,0.68585,0.65928,0.02301,0.00356,0.81667,1.00000,0.89154,0.0006476
428,0.68357,0.65443,0.02588,0.00326,0.81667,1.00000,0.89154,0.0006461
429,0.67471,0.64418,0.02573,0.00479,0.81667,1.00000,0.89154,0.0006446
430,0.70727,0.67871,0.02161,0.00695,0.73214,1.00000,0.82810,0.0006431
431,0.66080,0.63147,0.02499,0.00434,0.73214,1.00000,0.82810,0.0006416
432,0.68670,0.65912,0.02287,0.00470,0.73214,1.00000,0.82810,0.0006401
433,0.68031,0.63761,0.02649,0.01622,0.73214,1.00000,0.82810,0.0006386
434,0.72544,0.69376,0.02567,0.00600,0.73214,1.00000,0.82810,0.0006371
435,0.76631,0.73274,0.02541,0.00815,0.73214,1.00000,0.82810,0.0006356
436,0.68610,0.65870,0.02133,0.00608,0.73214,1.00000,0.82810,0.0006341
437,0.70351,0.67673,0.02227,0.00451,0.73214,1.00000,0.82810,0.0006326
438,0.70781,0.66950,0.03264,0.00568,0.73214,1.00000,0.82810,0.0006311
439,0.68255,0.65607,0.02226,0.00422,0.73214,1.00000,0.82810,0.0006296
440,0.68915,0.65839,0.02318,0.00758,0.79444,1.00000,0.87847,0.0006281
441,0.68938,0.65922,0.02438,0.00578,0.79444,1.00000,0.87847,0.0006266
442,0.66870,0.63881,0.02527,0.00462,0.79444,1.00000,0.87847,0.0006251
443,0.67853,0.64766,0.02510,0.00577,0.79444,1.00000,0.87847,0.0006236
444,0.66180,0.63299,0.02379,0.00502,0.79444,1.00000,0.87847,0.0006221
445,0.66910,0.63776,0.02355,0.00779,0.79444,1.00000,0.87847,0.0006206
446,0.67782,0.64830,0.02345,0.00607,0.79444,1.00000,0.87847,0.0006190
447,0.67289,0.64747,0.02131,0.00411,0.79444,1.00000,0.87847,0.0006175
448,0.65554,0.62985,0.02239,0.00330,0.79444,1.00000,0.87847,0.0006160
449,0.68544,0.64917,0.02978,0.00648,0.79444,1.00000,0.87847,0.0006145
450,0.73491,0.70556,0.02395,0.00540,0.70337,1.00000,0.81806,0.0006130
451,0.64858,0.62107,0.02388,0.00364,0.70337,1.00000,0.81806,0.0006115
452,0.67897,0.65444,0.02155,0.00298,0.70337,1.00000,0.81806,0.0006099
453,0.67179,0.64250,0.02507,0.00422,0.70337,1.00000,0.81806,0.0006084
454,0.64990,0.62480,0.02186,0.00323,0.70337,1.00000,0.81806,0.0006069
455,0.66674,0.63931,0.02264,0.00479,0.70337,1.00000,0.81806,0.0006054
456,0.73042,0.70353,0.02180,0.00508,0.70337,1.00000,0.81806,0.0006039
457,0.67989,0.65359,0.02251,0.00380,0.70337,1.00000,0.81806,0.0006023
458,0.74215,0.69622,0.04147,0.00446,0.70337,1.00000,0.81806,0.0006008
459,0.69370,0.66408,0.02522,0.00440,0.70337,1.00000,0.81806,0.0005993
460,0.67552,0.64336,0.02514,0.00702,0.72034,1.00000,0.82431,0.0005978
461,0.65707,0.62561,0.02634,0.00512,0.72034,1.00000,0.82431,0.0005962
462,0.61615,0.58834,0.02259,0.00522,0.72034,1.00000,0.82431,0.0005947
463,0.62354,0.59404,0.02418,0.00532,0.72034,1.00000,0.82431,0.0005932
464,0.67906,0.65010,0.02551,0.00344,0.72034,1.00000,0.82431,0.0005916
465,0.65798,0.63274,0.02163,0.00362,0.72034,1.00000,0.82431,0.0005901
466,0.67099,0.64528,0.02203,0.00368,0.72034,1.00000,0.82431,0.0005886
467,0.64030,0.61181,0.02491,0.00358,0.72034,1.00000,0.82431,0.0005870
468,0.64742,0.61163,0.03172,0.00408,0.72034,1.00000,0.82431,0.0005855
469,0.66011,0.63033,0.02287,0.00691,0.72034,1.00000,0.82431,0.0005840
470,0.63835,0.61183,0.02134,0.00518,0.75437,1.00000,0.84118,0.0005824
471,0.63804,0.60961,0.02310,0.00532,0.75437,1.00000,0.84118,0.0005809
472,0.63298,0.60074,0.02047,0.01177,0.75437,1.00000,0.84118,0.0005794
473,0.61799,0.59045,0.02164,0.00590,0.75437,1.00000,0.84118,0.0005778
474,0.62770,0.60121,0.02129,0.00520,0.75437,1.00000,0.84118,0.0005763
475,0.60542,0.58115,0.02029,0.00399,0.75437,1.00000,0.84118,0.0005747
476,0.65131,0.62693,0.02151,0.00286,0.75437,1.00000,0.84118,0.0005732
477,0.66119,0.63560,0.02200,0.00358,0.75437,1.00000,0.84118,0.0005717
478,0.65722,0.63094,0.02200,0.00428,0.75437,1.00000,0.84118,0.0005701
479,0.61714,0.59324,0.01951,0.00439,0.75437,1.00000,0.84118,0.0005686
480,0.64112,0.61595,0.01993,0.00524,0.82292,1.00000,0.90166,0.0005670
481,0.60668,0.57989,0.02226,0.00453,0.82292,1.00000,0.90166,0.0005655
482,0.57992,0.55548,0.02075,0.00369,0.82292,1.00000,0.90166,0.0005640
483,0.58092,0.55790,0.01906,0.00397,0.82292,1.00000,0.90166,0.0005624
484,0.60371,0.57901,0.01996,0.00473,0.82292,1.00000,0.90166,0.0005609
485,0.60666,0.57904,0.02416,0.00346,0.82292,1.00000,0.90166,0.0005593
486,0.60788,0.58264,0.02229,0.00295,0.82292,1.00000,0.90166,0.0005578
487,0.57999,0.55614,0.02055,0.00330,0.82292,1.00000,0.90166,0.0005562
488,0.62890,0.60474,0.01963,0.00453,0.82292,1.00000,0.90166,0.0005547
489,0.64327,0.61795,0.01963,0.00568,0.82292,1.00000,0.90166,0.0005531
490,0.62332,0.59922,0.02027,0.00384,0.82500,1.00000,0.89338,0.0005516
491,0.63046,0.60563,0.02134,0.00348,0.82500,1.00000,0.89338,0.0005500
492,0.62606,0.60077,0.02157,0.00372,0.82500,1.00000,0.89338,0.0005485
493,0.61684,0.59262,0.02058,0.00364,0.82500,1.00000,0.89338,0.0005469
494,0.60937,0.58546,0.02038,0.00353,0.82500,1.00000,0.89338,0.0005454
495,0.67482,0.64745,0.02099,0.00639,0.82500,1.00000,0.89338,0.0005438
496,0.67449,0.64900,0.02093,0.00456,0.82500,1.00000,0.89338,0.0005423
497,0.64756,0.62319,0.02066,0.00371,0.82500,1.00000,0.89338,0.0005407
498,0.61246,0.58653,0.02158,0.00435,0.82500,1.00000,0.89338,0.0005392
499,0.65238,0.62718,0.02146,0.00374,0.82500,1.00000,0.89338,0.0005376
500,0.60965,0.58873,0.01871,0.00221,0.79722,1.00000,0.87868,0.0005361
501,0.63619,0.61239,0.02073,0.00307,0.79722,1.00000,0.87868,0.0005345
502,0.65896,0.63306,0.02231,0.00359,0.79722,1.00000,0.87868,0.0005330
503,0.64778,0.62331,0.01907,0.00540,0.79722,1.00000,0.87868,0.0005314
504,0.61762,0.59504,0.01929,0.00329,0.79722,1.00000,0.87868,0.0005299
505,0.61417,0.58247,0.02490,0.00680,0.79722,1.00000,0.87868,0.0005283
506,0.58056,0.55705,0.02035,0.00316,0.79722,1.00000,0.87868,0.0005268
507,0.58533,0.55962,0.02142,0.00429,0.79722,1.00000,0.87868,0.0005252
508,0.67870,0.64882,0.02484,0.00505,0.79722,1.00000,0.87868,0.0005237
509,0.71339,0.68624,0.02234,0.00480,0.79722,1.00000,0.87868,0.0005221
510,0.70725,0.68307,0.02052,0.00365,0.81376,1.00000,0.89356,0.0005205
511,0.66016,0.63352,0.02127,0.00537,0.81376,1.00000,0.89356,0.0005190
512,0.64430,0.61151,0.02185,0.01094,0.81376,1.00000,0.89356,0.0005174
513,0.60595,0.57968,0.02211,0.00416,0.81376,1.00000,0.89356,0.0005159
514,0.58359,0.55678,0.02060,0.00620,0.81376,1.00000,0.89356,0.0005143
515,0.56803,0.54414,0.01975,0.00413,0.81376,1.00000,0.89356,0.0005128
516,0.61299,0.58111,0.02819,0.00369,0.81376,1.00000,0.89356,0.0005112
517,0.59929,0.57361,0.02299,0.00268,0.81376,1.00000,0.89356,0.0005097
518,0.57623,0.55203,0.02031,0.00388,0.81376,1.00000,0.89356,0.0005081
519,0.64144,0.61621,0.02111,0.00412,0.81376,1.00000,0.89356,0.0005066
520,0.61560,0.59255,0.02001,0.00304,0.79444,1.00000,0.87847,0.0005050
521,0.59391,0.57225,0.01811,0.00356,0.79444,1.00000,0.87847,0.0005034
522,0.56525,0.53645,0.02426,0.00453,0.79444,1.00000,0.87847,0.0005019
523,0.60843,0.58618,0.01953,0.00272,0.79444,1.00000,0.87847,0.0005003
524,0.58436,0.55580,0.02530,0.00326,0.79444,1.00000,0.87847,0.0004988
525,0.60972,0.58128,0.02515,0.00329,0.79444,1.00000,0.87847,0.0004972
526,0.59971,0.57675,0.01950,0.00346,0.79444,1.00000,0.87847,0.0004957
527,0.61338,0.58784,0.02154,0.00400,0.79444,1.00000,0.87847,0.0004941
528,0.63288,0.60925,0.02014,0.00348,0.79444,1.00000,0.87847,0.0004926
529,0.61114,0.58404,0.02417,0.00294,0.79444,1.00000,0.87847,0.0004910
530,0.57814,0.55372,0.02115,0.00326,0.77500,1.00000,0.86560,0.0004895
531,0.57688,0.55256,0.02160,0.00271,0.77500,1.00000,0.86560,0.0004879
532,0.63981,0.61323,0.02363,0.00295,0.77500,1.00000,0.86560,0.0004863
533,0.63124,0.60901,0.01953,0.00270,0.77500,1.00000,0.86560,0.0004848
534,0.59042,0.56465,0.02157,0.00421,0.77500,1.00000,0.86560,0.0004832
535,0.57394,0.55181,0.01860,0.00353,0.77500,1.00000,0.86560,0.0004817
536,0.58308,0.56273,0.01819,0.00217,0.77500,1.00000,0.86560,0.0004801
537,0.57020,0.54383,0.01964,0.00673,0.77500,1.00000,0.86560,0.0004786
538,0.50318,0.48104,0.01943,0.00272,0.77500,1.00000,0.86560,0.0004770
539,0.52104,0.49925,0.01866,0.00312,0.77500,1.00000,0.86560,0.0004755
540,0.59505,0.56355,0.02159,0.00991,0.83472,1.00000,0.90546,0.0004739
541,0.54397,0.52196,0.01965,0.00235,0.83472,1.00000,0.90546,0.0004724
542,0.55215,0.53140,0.01810,0.00265,0.83472,1.00000,0.90546,0.0004708
543,0.56077,0.53916,0.01872,0.00289,0.83472,1.00000,0.90546,0.0004693
544,0.53969,0.51856,0.01845,0.00269,0.83472,1.00000,0.90546,0.0004677
545,0.57665,0.55456,0.01938,0.00271,0.83472,1.00000,0.90546,0.0004662
546,0.63511,0.61197,0.02025,0.00289,0.83472,1.00000,0.90546,0.0004646
547,0.56598,0.54512,0.01845,0.00241,0.83472,1.00000,0.90546,0.0004631
548,0.54260,0.52348,0.01657,0.00255,0.83472,1.00000,0.90546,0.0004615
549,0.53604,0.51397,0.01931,0.00276,0.83472,1.00000,0.90546,0.0004600
550,0.52924,0.50795,0.01775,0.00354,0.78131,1.00000,0.86724,0.0004584
551,0.52711,0.50803,0.01577,0.00331,0.78131,1.00000,0.86724,0.0004569
552,0.53489,0.51234,0.01916,0.00338,0.78131,1.00000,0.86724,0.0004553
553,0.55075,0.52987,0.01780,0.00307,0.78131,1.00000,0.86724,0.0004538
554,0.53661,0.51691,0.01684,0.00286,0.78131,1.00000,0.86724,0.0004522
555,0.51985,0.49887,0.01801,0.00297,0.78131,1.00000,0.86724,0.0004507
556,0.47501,0.45320,0.01895,0.00285,0.78131,1.00000,0.86724,0.0004491
557,0.53716,0.51447,0.01934,0.00336,0.78131,1.00000,0.86724,0.0004476
558,0.48597,0.46662,0.01666,0.00268,0.78131,1.00000,0.86724,0.0004460
559,0.50161,0.47763,0.02153,0.00244,0.78131,1.00000,0.86724,0.0004445
560,0.49367,0.47406,0.01749,0.00212,0.79444,1.00000,0.87847,0.0004430
561,0.49806,0.47373,0.02187,0.00246,0.79444,1.00000,0.87847,0.0004414
562,0.49628,0.47616,0.01786,0.00227,0.79444,1.00000,0.87847,0.0004399
563,0.49868,0.47772,0.01887,0.00210,0.79444,1.00000,0.87847,0.0004383
564,0.51813,0.49691,0.01905,0.00217,0.79444,1.00000,0.87847,0.0004368
565,0.47888,0.45970,0.01697,0.00221,0.79444,1.00000,0.87847,0.0004353
566,0.51842,0.49643,0.01964,0.00236,0.79444,1.00000,0.87847,0.0004337
567,0.50945,0.49001,0.01713,0.00231,0.79444,1.00000,0.87847,0.0004322
568,0.56500,0.54142,0.02120,0.00238,0.79444,1.00000,0.87847,0.0004306
569,0.53437,0.51203,0.01958,0.00276,0.79444,1.00000,0.87847,0.0004291
570,0.56568,0.54316,0.01906,0.00347,0.79444,1.00000,0.87847,0.0004276
571,0.51372,0.49302,0.01651,0.00420,0.79444,1.00000,0.87847,0.0004260
572,0.48859,0.46850,0.01598,0.00410,0.79444,1.00000,0.87847,0.0004245
573,0.50942,0.48680,0.01835,0.00427,0.79444,1.00000,0.87847,0.0004230
574,0.51544,0.49428,0.01809,0.00307,0.79444,1.00000,0.87847,0.0004214
575,0.49099,0.47010,0.01778,0.00311,0.79444,1.00000,0.87847,0.0004199
576,0.53876,0.51659,0.01900,0.00317,0.79444,1.00000,0.87847,0.0004184
577,0.57903,0.55643,0.01882,0.00379,0.79444,1.00000,0.87847,0.0004168
578,0.50682,0.48492,0.01843,0.00347,0.79444,1.00000,0.87847,0.0004153
579,0.57518,0.55419,0.01843,0.00256,0.79444,1.00000,0.87847,0.0004138
580,0.56673,0.54240,0.01816,0.00616,0.85417,1.00000,0.91833,0.0004122
581,0.57017,0.54741,0.01884,0.00392,0.85417,1.00000,0.91833,0.0004107
582,0.53372,0.51154,0.01899,0.00319,0.85417,1.00000,0.91833,0.0004092
583,0.53641,0.51665,0.01645,0.00332,0.85417,1.00000,0.91833,0.0004077
584,0.55929,0.53862,0.01717,0.00350,0.85417,1.00000,0.91833,0.0004061
585,0.58611,0.56034,0.02298,0.00279,0.85417,1.00000,0.91833,0.0004046
586,0.50191,0.47986,0.01745,0.00460,0.85417,1.00000,0.91833,0.0004031
587,0.53454,0.51375,0.01763,0.00316,0.85417,1.00000,0.91833,0.0004016
588,0.50821,0.48587,0.01965,0.00269,0.85417,1.00000,0.91833,0.0004001
589,0.51182,0.48997,0.01948,0.00238,0.85417,1.00000,0.91833,0.0003985
590,0.49974,0.47981,0.01747,0.00247,0.83472,1.00000,0.90546,0.0003970
591,0.49168,0.47373,0.01535,0.00259,0.83472,1.00000,0.90546,0.0003955
592,0.44554,0.42653,0.01643,0.00258,0.83472,1.00000,0.90546,0.0003940
593,0.50780,0.48313,0.01716,0.00751,0.83472,1.00000,0.90546,0.0003925
594,0.47596,0.45540,0.01749,0.00307,0.83472,1.00000,0.90546,0.0003910
595,0.49161,0.46879,0.01856,0.00425,0.83472,1.00000,0.90546,0.0003894
596,0.52211,0.50250,0.01735,0.00227,0.83472,1.00000,0.90546,0.0003879
597,0.45901,0.43702,0.01998,0.00200,0.83472,1.00000,0.90546,0.0003864
598,0.44061,0.42193,0.01672,0.00196,0.83472,1.00000,0.90546,0.0003849
599,0.50972,0.49022,0.01633,0.00316,0.83472,1.00000,0.90546,0.0003834
600,0.48862,0.46746,0.01795,0.00321,0.91667,1.00000,0.95404,0.0003819
601,0.51815,0.49168,0.02388,0.00258,0.91667,1.00000,0.95404,0.0003804
602,0.48694,0.46728,0.01760,0.00206,0.91667,1.00000,0.95404,0.0003789
603,0.52692,0.50465,0.01955,0.00271,0.91667,1.00000,0.95404,0.0003774
604,0.48447,0.46306,0.01917,0.00223,0.91667,1.00000,0.95404,0.0003759
605,0.49014,0.47227,0.01559,0.00228,0.91667,1.00000,0.95404,0.0003744
606,0.46416,0.44412,0.01781,0.00223,0.91667,1.00000,0.95404,0.0003729
607,0.49887,0.47745,0.01842,0.00300,0.91667,1.00000,0.95404,0.0003714
608,0.49596,0.47025,0.02247,0.00324,0.91667,1.00000,0.95404,0.0003699
609,0.48030,0.46017,0.01766,0.00246,0.91667,1.00000,0.95404,0.0003684
610,0.46235,0.44091,0.01912,0.00232,0.79722,1.00000,0.87868,0.0003669
611,0.46141,0.43470,0.02448,0.00223,0.79722,1.00000,0.87868,0.0003654
612,0.42751,0.40771,0.01761,0.00219,0.79722,1.00000,0.87868,0.0003639
613,0.49927,0.47847,0.01835,0.00245,0.79722,1.00000,0.87868,0.0003624
614,0.48740,0.46408,0.02065,0.00267,0.79722,1.00000,0.87868,0.0003609
615,0.49039,0.47089,0.01764,0.00186,0.79722,1.00000,0.87868,0.0003595
616,0.49158,0.47279,0.01648,0.00231,0.79722,1.00000,0.87868,0.0003580
617,0.44825,0.42936,0.01660,0.00230,0.79722,1.00000,0.87868,0.0003565
618,0.50402,0.48406,0.01726,0.00270,0.79722,1.00000,0.87868,0.0003550
619,0.48668,0.46706,0.01719,0.00242,0.79722,1.00000,0.87868,0.0003535
620,0.47311,0.45171,0.01867,0.00273,0.87847,1.00000,0.93291,0.0003520
621,0.48361,0.46451,0.01632,0.00278,0.87847,1.00000,0.93291,0.0003506
622,0.49831,0.48100,0.01483,0.00248,0.87847,1.00000,0.93291,0.0003491
623,0.52547,0.50512,0.01727,0.00308,0.87847,1.00000,0.93291,0.0003476
624,0.56556,0.49833,0.06250,0.00473,0.87847,1.00000,0.93291,0.0003461
625,0.53010,0.49929,0.02778,0.00303,0.87847,1.00000,0.93291,0.0003447
626,0.54918,0.51640,0.02940,0.00338,0.87847,1.00000,0.93291,0.0003432
627,0.50649,0.47416,0.02917,0.00315,0.87847,1.00000,0.93291,0.0003417
628,0.47532,0.44372,0.02824,0.00337,0.87847,1.00000,0.93291,0.0003403
629,0.48972,0.46265,0.02308,0.00398,0.87847,1.00000,0.93291,0.0003388
630,0.50496,0.47913,0.02321,0.00261,0.83472,1.00000,0.90546,0.0003373
631,0.51960,0.49208,0.02267,0.00485,0.83472,1.00000,0.90546,0.0003359
632,0.49088,0.45987,0.02771,0.00330,0.83472,1.00000,0.90546,0.0003344
633,0.49722,0.47127,0.02201,0.00393,0.83472,1.00000,0.90546,0.0003329
634,0.47603,0.44714,0.02566,0.00323,0.83472,1.00000,0.90546,0.0003315
635,0.50912,0.48428,0.02258,0.00226,0.83472,1.00000,0.90546,0.0003300
636,0.49273,0.46938,0.02091,0.00244,0.83472,1.00000,0.90546,0.0003286
637,0.49097,0.46747,0.02023,0.00327,0.83472,1.00000,0.90546,0.0003271
638,0.44145,0.41862,0.02049,0.00234,0.83472,1.00000,0.90546,0.0003257
639,0.42255,0.40169,0.01901,0.00184,0.83472,1.00000,0.90546,0.0003242
640,0.44773,0.42433,0.02126,0.00214,0.79167,1.00000,0.87071,0.0003228
641,0.46257,0.44204,0.01861,0.00192,0.79167,1.00000,0.87071,0.0003213
642,0.43885,0.41555,0.02146,0.00185,0.79167,1.00000,0.87071,0.0003199
643,0.46266,0.44196,0.01823,0.00247,0.79167,1.00000,0.87071,0.0003184
644,0.44415,0.42214,0.01960,0.00241,0.79167,1.00000,0.87071,0.0003170
645,0.46096,0.43969,0.01924,0.00203,0.79167,1.00000,0.87071,0.0003156
646,0.45682,0.43532,0.01950,0.00199,0.79167,1.00000,0.87071,0.0003141
647,0.43265,0.41279,0.01690,0.00296,0.79167,1.00000,0.87071,0.0003127
