epoch,train_loss,train_box_loss,train_conf_loss,train_class_loss,val_precision,val_recall,val_f1,lr
35,2.30586,2.03532,0.14199,0.12855,0.13267,1.00000,0.23238,0.0009995
36,2.27922,2.00227,0.14633,0.13062,0.13267,1.00000,0.23238,0.0009994
37,2.55657,2.29125,0.14774,0.11757,0.13267,1.00000,0.23238,0.0009993
38,2.45848,2.19035,0.14531,0.12282,0.13267,1.00000,0.23238,0.0009992
39,2.39117,2.13248,0.14073,0.11796,0.13267,1.00000,0.23238,0.0009991
40,2.29057,2.05704,0.12708,0.10645,0.17844,1.00000,0.29906,0.0009990
41,2.20114,1.94676,0.13327,0.12112,0.17844,1.00000,0.29906,0.0009989
42,2.12768,1.90368,0.12061,0.10339,0.17844,1.00000,0.29906,0.0009988
43,2.01578,1.80080,0.11670,0.09828,0.17844,1.00000,0.29906,0.0009987
44,1.95592,1.75214,0.12241,0.08137,0.17844,1.00000,0.29906,0.0009986
45,2.18949,1.99615,0.11148,0.08186,0.17844,1.00000,0.29906,0.0009985
46,2.10933,1.91402,0.11103,0.08429,0.17844,1.00000,0.29906,0.0009983
47,2.04423,1.85056,0.10883,0.08485,0.17844,1.00000,0.29906,0.0009982
48,2.04386,1.86497,0.10276,0.07613,0.17844,1.00000,0.29906,0.0009981
49,2.21665,2.03531,0.10453,0.07681,0.17844,1.00000,0.29906,0.0009979
50,2.01609,1.81538,0.11002,0.09070,0.24936,1.00000,0.39896,0.0009978
51,2.00161,1.83399,0.10187,0.06575,0.24936,1.00000,0.39896,0.0009977
52,1.88256,1.73133,0.09215,0.05908,0.24936,1.00000,0.39896,0.0009975
53,1.85569,1.70297,0.10059,0.05213,0.24936,1.00000,0.39896,0.0009973
54,1.92219,1.76595,0.09285,0.06340,0.24936,1.00000,0.39896,0.0009972
55,1.82335,1.66898,0.09253,0.06184,0.24936,1.00000,0.39896,0.0009970
56,1.84447,1.69866,0.09599,0.04982,0.24936,1.00000,0.39896,0.0009968
57,1.75931,1.61302,0.08830,0.05799,0.24936,1.00000,0.39896,0.0009967
58,1.75754,1.60533,0.08702,0.06518,0.24936,1.00000,0.39896,0.0009965
59,1.80159,1.66406,0.08375,0.05378,0.24936,1.00000,0.39896,0.0009963
60,1.73937,1.61643,0.08197,0.04097,0.31187,1.00000,0.47216,0.0009961
61,1.72635,1.60007,0.08076,0.04552,0.31187,1.00000,0.47216,0.0009959
62,1.60838,1.48442,0.08251,0.04145,0.31187,1.00000,0.47216,0.0009957
63,1.59401,1.47272,0.07958,0.04171,0.31187,1.00000,0.47216,0.0009955
64,1.61502,1.49524,0.08044,0.03934,0.31187,1.00000,0.47216,0.0009953
65,1.71082,1.58705,0.07714,0.04663,0.31187,1.00000,0.47216,0.0009951
66,1.64965,1.51920,0.07939,0.05106,0.31187,1.00000,0.47216,0.0009948
67,1.64358,1.51189,0.08369,0.04800,0.31187,1.00000,0.47216,0.0009946
68,1.64573,1.52079,0.08355,0.04138,0.31187,1.00000,0.47216,0.0009944
69,1.58946,1.47435,0.07603,0.03908,0.31187,1.00000,0.47216,0.0009941
70,1.64285,1.52906,0.07522,0.03856,0.35751,1.00000,0.52462,0.0009939
71,1.48450,1.36379,0.07872,0.04199,0.35751,1.00000,0.52462,0.0009937
72,1.57092,1.46456,0.07275,0.03361,0.35751,1.00000,0.52462,0.0009934
73,1.62122,1.51169,0.07458,0.03494,0.35751,1.00000,0.52462,0.0009932
74,1.70118,1.58363,0.08393,0.03362,0.35751,1.00000,0.52462,0.0009929
75,1.60697,1.50309,0.06889,0.03499,0.35751,1.00000,0.52462,0.0009926
76,1.58881,1.47763,0.07428,0.03690,0.35751,1.00000,0.52462,0.0009924
77,1.55208,1.44432,0.07360,0.03415,0.35751,1.00000,0.52462,0.0009921
78,1.53108,1.43389,0.06753,0.02966,0.35751,1.00000,0.52462,0.0009918
79,1.53806,1.43653,0.06826,0.03326,0.35751,1.00000,0.52462,0.0009915
80,1.39428,1.29660,0.06386,0.03382,0.49831,1.00000,0.65641,0.0009912
81,1.57312,1.47379,0.06830,0.03102,0.49831,1.00000,0.65641,0.0009909
82,1.53532,1.41964,0.08090,0.03477,0.49831,1.00000,0.65641,0.0009906
83,1.50560,1.39636,0.07220,0.03704,0.49831,1.00000,0.65641,0.0009903
84,1.59699,1.48119,0.06898,0.04682,0.49831,1.00000,0.65641,0.0009900
85,1.51258,1.40689,0.07474,0.03095,0.49831,1.00000,0.65641,0.0009897
86,1.49560,1.40331,0.06740,0.02489,0.49831,1.00000,0.65641,0.0009894
87,1.47909,1.37341,0.06903,0.03665,0.49831,1.00000,0.65641,0.0009891
88,1.52143,1.42970,0.06926,0.02247,0.49831,1.00000,0.65641,0.0009887
89,1.61785,1.53391,0.06130,0.02264,0.49831,1.00000,0.65641,0.0009884
90,1.56172,1.46045,0.06838,0.03288,0.44103,1.00000,0.60100,0.0009881
91,1.46821,1.36937,0.06517,0.03367,0.44103,1.00000,0.60100,0.0009877
92,1.53147,1.44115,0.06218,0.02814,0.44103,1.00000,0.60100,0.0009874
93,1.50389,1.42052,0.06007,0.02330,0.44103,1.00000,0.60100,0.0009870
94,1.55633,1.45884,0.06659,0.03090,0.44103,1.00000,0.60100,0.0009867
95,1.51407,1.41922,0.06424,0.03061,0.44103,1.00000,0.60100,0.0009863
96,1.47366,1.37510,0.06203,0.03653,0.44103,1.00000,0.60100,0.0009860
97,1.45878,1.35216,0.06180,0.04482,0.44103,1.00000,0.60100,0.0009856
98,1.42465,1.33057,0.06526,0.02883,0.44103,1.00000,0.60100,0.0009852
99,1.45108,1.36835,0.06095,0.02178,0.44103,1.00000,0.60100,0.0009848
100,1.36711,1.28457,0.05681,0.02572,0.52350,1.00000,0.67260,0.0009844
101,1.42273,1.33174,0.06161,0.02937,0.52350,1.00000,0.67260,0.0009841
102,1.37493,1.28601,0.05799,0.03092,0.52350,1.00000,0.67260,0.0009837
103,1.35397,1.27543,0.05554,0.02299,0.52350,1.00000,0.67260,0.0009833
104,1.40078,1.31307,0.05284,0.03487,0.52350,1.00000,0.67260,0.0009829
105,1.40677,1.30762,0.06850,0.03065,0.52350,1.00000,0.67260,0.0009825
106,1.37169,1.29147,0.05958,0.02064,0.52350,1.00000,0.67260,0.0009820
107,1.34763,1.27150,0.05505,0.02107,0.52350,1.00000,0.67260,0.0009816
108,1.35032,1.26733,0.05801,0.02498,0.52350,1.00000,0.67260,0.0009812
109,1.25567,1.18280,0.05501,0.01786,0.52350,1.00000,0.67260,0.0009808
110,1.20095,1.12848,0.05147,0.02100,0.53111,1.00000,0.68547,0.0009803
111,1.22557,1.15226,0.05273,0.02059,0.53111,1.00000,0.68547,0.0009799
112,1.35260,1.27319,0.05451,0.02489,0.53111,1.00000,0.68547,0.0009795
113,1.28631,1.21468,0.05362,0.01801,0.53111,1.00000,0.68547,0.0009790
114,1.25994,1.19277,0.04876,0.01841,0.53111,1.00000,0.68547,0.0009786
115,1.42228,1.33346,0.06581,0.02301,0.53111,1.00000,0.68547,0.0009781
116,1.32853,1.25684,0.05061,0.02109,0.53111,1.00000,0.68547,0.0009777
117,1.36668,1.29098,0.05290,0.02280,0.53111,1.00000,0.68547,0.0009772
118,1.20875,1.13930,0.05248,0.01697,0.53111,1.00000,0.68547,0.0009767
119,1.31686,1.25024,0.05098,0.01564,0.53111,1.00000,0.68547,0.0009763
120,1.24743,1.18222,0.04932,0.01590,0.57203,1.00000,0.70938,0.0009758
121,1.33793,1.26206,0.04854,0.02733,0.57203,1.00000,0.70938,0.0009753
122,1.30065,1.22360,0.05421,0.02283,0.57203,1.00000,0.70938,0.0009748
123,1.30738,1.24212,0.04768,0.01758,0.57203,1.00000,0.70938,0.0009743
124,1.33786,1.27060,0.05000,0.01726,0.57203,1.00000,0.70938,0.0009738
125,1.36353,1.28580,0.05990,0.01783,0.57203,1.00000,0.70938,0.0009733
126,1.26949,1.19912,0.05362,0.01676,0.57203,1.00000,0.70938,0.0009728
127,1.28029,1.20713,0.05479,0.01836,0.57203,1.00000,0.70938,0.0009723
128,1.18915,1.11462,0.05627,0.01826,0.57203,1.00000,0.70938,0.0009718
129,1.22178,1.15806,0.04990,0.01383,0.57203,1.00000,0.70938,0.0009713
130,1.25793,1.18394,0.05626,0.01773,0.55813,1.00000,0.70016,0.0009707
131,1.30001,1.22317,0.05599,0.02085,0.55813,1.00000,0.70016,0.0009702
132,1.23854,1.16786,0.05304,0.01763,0.55813,1.00000,0.70016,0.0009697
133,1.26735,1.20004,0.05028,0.01703,0.55813,1.00000,0.70016,0.0009691
134,1.31152,1.24385,0.05098,0.01668,0.55813,1.00000,0.70016,0.0009686
135,1.23120,1.13183,0.08242,0.01694,0.55813,1.00000,0.70016,0.0009680
136,1.27306,1.16546,0.08730,0.02030,0.55813,1.00000,0.70016,0.0009675
137,1.32981,1.13633,0.16805,0.02543,0.55813,1.00000,0.70016,0.0009669
138,1.30883,1.19576,0.09810,0.01497,0.55813,1.00000,0.70016,0.0009664
139,1.27188,1.18439,0.07166,0.01583,0.55813,1.00000,0.70016,0.0009658
140,1.16270,1.09070,0.05462,0.01739,0.53667,1.00000,0.68192,0.0009652
141,1.21515,1.12847,0.06843,0.01825,0.53667,1.00000,0.68192,0.0009647
142,1.26260,1.18345,0.05507,0.02408,0.53667,1.00000,0.68192,0.0009641
143,1.23503,1.16389,0.05067,0.02046,0.53667,1.00000,0.68192,0.0009635
144,1.21808,1.13974,0.05725,0.02110,0.53667,1.00000,0.68192,0.0009629
145,1.17661,1.11061,0.04995,0.01605,0.53667,1.00000,0.68192,0.0009623
146,1.20526,1.14402,0.04764,0.01359,0.53667,1.00000,0.68192,0.0009617
147,1.23045,1.16377,0.04684,0.01984,0.53667,1.00000,0.68192,0.0009611
148,1.21867,1.15826,0.04266,0.01774,0.53667,1.00000,0.68192,0.0009605
149,1.29019,1.20705,0.06226,0.02088,0.53667,1.00000,0.68192,0.0009599
150,1.30641,1.24530,0.04616,0.01496,0.61585,1.00000,0.74985,0.0009593
151,1.29922,1.23205,0.05291,0.01426,0.61585,1.00000,0.74985,0.0009587
152,1.23715,1.15610,0.05290,0.02816,0.61585,1.00000,0.74985,0.0009580
153,1.16130,1.09820,0.04727,0.01583,0.61585,1.00000,0.74985,0.0009574
154,1.20552,1.14380,0.04754,0.01417,0.61585,1.00000,0.74985,0.0009568
155,1.20883,1.15115,0.04542,0.01226,0.61585,1.00000,0.74985,0.0009561
156,1.23633,1.17962,0.04339,0.01333,0.61585,1.00000,0.74985,0.0009555
157,1.27451,1.20341,0.05541,0.01569,0.61585,1.00000,0.74985,0.0009549
158,1.21802,1.13697,0.06396,0.01710,0.61585,1.00000,0.74985,0.0009542
159,1.18299,1.10632,0.05501,0.02166,0.61585,1.00000,0.74985,0.0009535
160,1.30624,1.23504,0.05533,0.01588,0.45962,1.00000,0.62339,0.0009529
161,1.24805,1.17367,0.05911,0.01527,0.45962,1.00000,0.62339,0.0009522
162,1.30986,1.24060,0.05241,0.01685,0.45962,1.00000,0.62339,0.0009516
163,1.24260,1.18062,0.04775,0.01423,0.45962,1.00000,0.62339,0.0009509
164,1.07205,1.00960,0.04305,0.01940,0.45962,1.00000,0.62339,0.0009502
165,1.15431,1.09580,0.04316,0.01535,0.45962,1.00000,0.62339,0.0009495
166,1.07201,1.01410,0.04105,0.01687,0.45962,1.00000,0.62339,0.0009488
167,1.10993,1.05451,0.04433,0.01109,0.45962,1.00000,0.62339,0.0009481
168,1.11606,1.06018,0.04234,0.01354,0.45962,1.00000,0.62339,0.0009475
169,1.16953,1.10874,0.05022,0.01057,0.45962,1.00000,0.62339,0.0009468
170,1.10598,1.04994,0.04458,0.01146,0.67785,1.00000,0.79803,0.0009460
171,1.18384,1.12085,0.04788,0.01511,0.67785,1.00000,0.79803,0.0009453
172,1.10804,1.05081,0.04557,0.01166,0.67785,1.00000,0.79803,0.0009446
173,1.15882,1.09856,0.04686,0.01341,0.67785,1.00000,0.79803,0.0009439
174,1.22318,1.16674,0.04243,0.01401,0.67785,1.00000,0.79803,0.0009432
175,1.16354,1.10707,0.04269,0.01378,0.67785,1.00000,0.79803,0.0009425
176,1.09982,1.03894,0.04524,0.01564,0.67785,1.00000,0.79803,0.0009417
177,1.06797,1.00746,0.04814,0.01237,0.67785,1.00000,0.79803,0.0009410
178,1.16965,1.11543,0.03881,0.01542,0.67785,1.00000,0.79803,0.0009403
179,1.13679,1.06895,0.04867,0.01918,0.67785,1.00000,0.79803,0.0009395
180,1.15605,1.10402,0.03931,0.01271,0.55791,1.00000,0.69961,0.0009388
181,1.17086,1.11148,0.04113,0.01825,0.55791,1.00000,0.69961,0.0009380
182,1.13367,1.07988,0.03928,0.01451,0.55791,1.00000,0.69961,0.0009373
183,1.17068,1.11215,0.04677,0.01176,0.55791,1.00000,0.69961,0.0009365
184,1.12719,1.07566,0.03841,0.01312,0.55791,1.00000,0.69961,0.0009357
185,1.08925,1.03471,0.03875,0.01579,0.55791,1.00000,0.69961,0.0009350
186,1.14959,1.09417,0.03670,0.01873,0.55791,1.00000,0.69961,0.0009342
187,1.11747,1.06345,0.03957,0.01445,0.55791,1.00000,0.69961,0.0009334
188,1.11811,1.06808,0.03982,0.01022,0.55791,1.00000,0.69961,0.0009326
189,1.11582,1.05833,0.04100,0.01648,0.55791,1.00000,0.69961,0.0009319
190,1.14709,1.09587,0.03910,0.01212,0.61452,1.00000,0.75367,0.0009311
191,1.18446,1.13147,0.03908,0.01391,0.61452,1.00000,0.75367,0.0009303
192,1.04064,0.99308,0.03648,0.01108,0.61452,1.00000,0.75367,0.0009295
193,1.03012,0.98356,0.03647,0.01009,0.61452,1.00000,0.75367,0.0009287
194,1.10614,1.05591,0.04032,0.00992,0.61452,1.00000,0.75367,0.0009279
195,1.11741,1.06316,0.04074,0.01351,0.61452,1.00000,0.75367,0.0009271
196,1.08511,1.03730,0.03680,0.01101,0.61452,1.00000,0.75367,0.0009262
197,1.07325,1.02276,0.03748,0.01301,0.61452,1.00000,0.75367,0.0009254
198,0.99804,0.94098,0.04541,0.01165,0.61452,1.00000,0.75367,0.0009246
199,1.01878,0.96567,0.03902,0.01409,0.61452,1.00000,0.75367,0.0009238
200,1.06651,1.00921,0.04514,0.01216,0.58787,1.00000,0.72980,0.0009229
201,1.04306,0.99718,0.03717,0.00872,0.58787,1.00000,0.72980,0.0009221
202,1.03326,0.98574,0.03853,0.00899,0.58787,1.00000,0.72980,0.0009213
203,1.02569,0.97874,0.03662,0.01033,0.58787,1.00000,0.72980,0.0009204
204,0.98631,0.93928,0.03825,0.00879,0.58787,1.00000,0.72980,0.0009196
205,1.05751,1.00942,0.04055,0.00755,0.58787,1.00000,0.72980,0.0009187
206,1.08748,1.03870,0.03778,0.01100,0.58787,1.00000,0.72980,0.0009179
207,1.00573,0.95357,0.04070,0.01146,0.58787,1.00000,0.72980,0.0009170
208,0.97681,0.93077,0.03483,0.01121,0.58787,1.00000,0.72980,0.0009161
209,1.04299,0.99682,0.03617,0.00999,0.58787,1.00000,0.72980,0.0009153
210,0.98394,0.93661,0.03628,0.01105,0.64503,1.00000,0.77500,0.0009144
211,1.00210,0.95734,0.03552,0.00923,0.64503,1.00000,0.77500,0.0009135
212,1.12785,1.07955,0.03804,0.01025,0.64503,1.00000,0.77500,0.0009126
213,1.09139,1.04378,0.03638,0.01122,0.64503,1.00000,0.77500,0.0009118
214,1.08124,1.03600,0.03496,0.01028,0.64503,1.00000,0.77500,0.0009109
215,0.97931,0.93643,0.03356,0.00931,0.64503,1.00000,0.77500,0.0009100
216,1.08010,1.02840,0.04131,0.01039,0.64503,1.00000,0.77500,0.0009091
217,1.19277,1.14784,0.03339,0.01154,0.64503,1.00000,0.77500,0.0009082
218,1.07613,1.02635,0.03663,0.01315,0.64503,1.00000,0.77500,0.0009073
219,1.04460,0.99641,0.03712,0.01108,0.64503,1.00000,0.77500,0.0009064
220,0.98162,0.93487,0.03576,0.01099,0.68535,1.00000,0.81122,0.0009055
221,1.00472,0.96095,0.03491,0.00886,0.68535,1.00000,0.81122,0.0009045
222,0.97160,0.92761,0.03507,0.00892,0.68535,1.00000,0.81122,0.0009036
223,0.98945,0.94310,0.03312,0.01323,0.68535,1.00000,0.81122,0.0009027
224,1.02483,0.98220,0.03174,0.01089,0.68535,1.00000,0.81122,0.0009018
225,0.95517,0.91221,0.03366,0.00931,0.68535,1.00000,0.81122,0.0009008
226,0.96244,0.92149,0.03267,0.00828,0.68535,1.00000,0.81122,0.0008999
227,0.95593,0.91432,0.03284,0.00877,0.68535,1.00000,0.81122,0.0008990
228,0.93371,0.89145,0.03429,0.00797,0.68535,1.00000,0.81122,0.0008980
229,0.93815,0.89659,0.03284,0.00872,0.68535,1.00000,0.81122,0.0008971
230,0.92243,0.87945,0.03413,0.00885,0.76307,1.00000,0.86403,0.0008961
231,0.95391,0.91199,0.03190,0.01003,0.76307,1.00000,0.86403,0.0008952
232,0.96672,0.91446,0.03476,0.01750,0.76307,1.00000,0.86403,0.0008942
233,0.98679,0.94186,0.03685,0.00808,0.76307,1.00000,0.86403,0.0008933
234,1.01154,0.96616,0.03307,0.01231,0.76307,1.00000,0.86403,0.0008923
235,1.02106,0.97686,0.03314,0.01106,0.76307,1.00000,0.86403,0.0008913
236,1.01854,0.97042,0.03356,0.01457,0.76307,1.00000,0.86403,0.0008903
237,0.95963,0.91919,0.03005,0.01038,0.76307,1.00000,0.86403,0.0008894
238,0.94815,0.90133,0.03430,0.01251,0.76307,1.00000,0.86403,0.0008884
239,0.92838,0.88530,0.03472,0.00835,0.76307,1.00000,0.86403,0.0008874
240,0.96191,0.92089,0.03199,0.00903,0.66270,1.00000,0.78750,0.0008864
241,0.98345,0.93850,0.03367,0.01129,0.66270,1.00000,0.78750,0.0008854
242,0.95303,0.91386,0.03103,0.00815,0.66270,1.00000,0.78750,0.0008844
243,0.95519,0.91460,0.03340,0.00719,0.66270,1.00000,0.78750,0.0008834
244,0.93408,0.89352,0.03325,0.00730,0.66270,1.00000,0.78750,0.0008824
245,0.96163,0.91763,0.03530,0.00870,0.66270,1.00000,0.78750,0.0008814
246,0.95754,0.90974,0.03908,0.00871,0.66270,1.00000,0.78750,0.0008804
247,1.02033,0.97129,0.03618,0.01286,0.66270,1.00000,0.78750,0.0008794
248,0.85950,0.81617,0.03340,0.00993,0.66270,1.00000,0.78750,0.0008784
249,0.98300,0.94203,0.03217,0.00880,0.66270,1.00000,0.78750,0.0008773
250,0.97288,0.92441,0.03719,0.01128,0.64299,1.00000,0.76330,0.0008763
251,0.88518,0.84038,0.03400,0.01080,0.64299,1.00000,0.76330,0.0008753
252,0.92230,0.88221,0.03157,0.00852,0.64299,1.00000,0.76330,0.0008742
253,0.97570,0.93035,0.03490,0.01045,0.64299,1.00000,0.76330,0.0008732
254,0.89199,0.84789,0.03398,0.01011,0.64299,1.00000,0.76330,0.0008722
255,0.96290,0.92232,0.03263,0.00796,0.64299,1.00000,0.76330,0.0008711
256,1.00475,0.96247,0.03310,0.00918,0.64299,1.00000,0.76330,0.0008701
257,0.97225,0.92973,0.03188,0.01064,0.64299,1.00000,0.76330,0.0008690
258,0.89945,0.85448,0.03449,0.01048,0.64299,1.00000,0.76330,0.0008680
259,0.90704,0.86815,0.03154,0.00736,0.64299,1.00000,0.76330,0.0008669
260,0.89705,0.85368,0.03209,0.01128,0.67626,1.00000,0.80183,0.0008658
261,0.87967,0.83751,0.03286,0.00929,0.67626,1.00000,0.80183,0.0008648
262,0.87406,0.83637,0.02886,0.00883,0.67626,1.00000,0.80183,0.0008637
263,0.94449,0.88609,0.04629,0.01211,0.67626,1.00000,0.80183,0.0008626
264,0.99435,0.94691,0.03712,0.01033,0.67626,1.00000,0.80183,0.0008616
265,0.99230,0.94282,0.03918,0.01030,0.67626,1.00000,0.80183,0.0008605
266,0.95875,0.91414,0.03240,0.01221,0.67626,1.00000,0.80183,0.0008594
267,0.94974,0.90793,0.03339,0.00841,0.67626,1.00000,0.80183,0.0008583
268,1.02742,0.97973,0.03746,0.01023,0.67626,1.00000,0.80183,0.0008572
269,0.85932,0.81927,0.03252,0.00753,0.67626,1.00000,0.80183,0.0008561
270,0.85956,0.81413,0.03478,0.01065,0.65341,1.00000,0.77467,0.0008550
271,0.82242,0.78332,0.02970,0.00939,0.65341,1.00000,0.77467,0.0008539
272,0.84927,0.81067,0.03160,0.00701,0.65341,1.00000,0.77467,0.0008528
273,0.87266,0.83400,0.02993,0.00873,0.65341,1.00000,0.77467,0.0008517
274,0.80620,0.76763,0.03121,0.00736,0.65341,1.00000,0.77467,0.0008506
275,0.84007,0.80376,0.02993,0.00638,0.65341,1.00000,0.77467,0.0008495
276,0.80633,0.77395,0.02691,0.00547,0.65341,1.00000,0.77467,0.0008484
277,0.81828,0.77967,0.03183,0.00678,0.65341,1.00000,0.77467,0.0008472
278,0.84484,0.80803,0.02948,0.00733,0.65341,1.00000,0.77467,0.0008461
279,0.86754,0.83182,0.02659,0.00914,0.65341,1.00000,0.77467,0.0008450
280,0.92009,0.88421,0.02874,0.00715,0.72917,1.00000,0.83333,0.0008439
281,0.94731,0.90469,0.03204,0.01058,0.72917,1.00000,0.83333,0.0008427
282,0.91778,0.88576,0.02641,0.00560,0.72917,1.00000,0.83333,0.0008416
283,0.86019,0.82275,0.02890,0.00855,0.72917,1.00000,0.83333,0.0008404
284,0.91474,0.87712,0.02830,0.00932,0.72917,1.00000,0.83333,0.0008393
285,0.86864,0.82953,0.03289,0.00622,0.72917,1.00000,0.83333,0.0008381
286,0.85822,0.81933,0.03240,0.00650,0.72917,1.00000,0.83333,0.0008370
287,0.91050,0.87938,0.02612,0.00499,0.72917,1.00000,0.83333,0.0008358
288,0.91935,0.88001,0.02993,0.00941,0.72917,1.00000,0.83333,0.0008347
289,0.89551,0.86127,0.02717,0.00707,0.72917,1.00000,0.83333,0.0008335
290,0.88174,0.84614,0.02795,0.00764,0.70057,1.00000,0.81641,0.0008323
291,0.85697,0.81603,0.03154,0.00939,0.70057,1.00000,0.81641,0.0008312
292,0.82507,0.78798,0.02842,0.00866,0.70057,1.00000,0.81641,0.0008300
293,0.90916,0.87103,0.03077,0.00735,0.70057,1.00000,0.81641,0.0008288
294,0.83573,0.80140,0.02709,0.00723,0.70057,1.00000,0.81641,0.0008277
295,0.90518,0.86162,0.03053,0.01302,0.70057,1.00000,0.81641,0.0008265
296,0.86953,0.83450,0.02778,0.00725,0.70057,1.00000,0.81641,0.0008253
297,0.77942,0.74270,0.02954,0.00718,0.70057,1.00000,0.81641,0.0008241
298,0.87029,0.83540,0.02659,0.00830,0.70057,1.00000,0.81641,0.0008229
299,0.90228,0.85843,0.03618,0.00767,0.70057,1.00000,0.81641,0.0008217
300,0.89422,0.86040,0.02827,0.00554,0.78542,1.00000,0.87488,0.0008205
301,0.83295,0.79462,0.02563,0.01270,0.78542,1.00000,0.87488,0.0008193
302,0.87674,0.83579,0.02966,0.01129,0.78542,1.00000,0.87488,0.0008181
303,0.81363,0.77976,0.02730,0.00657,0.78542,1.00000,0.87488,0.0008169
304,0.91509,0.87897,0.02815,0.00797,0.78542,1.00000,0.87488,0.0008157
305,0.86087,0.81733,0.03582,0.00772,0.78542,1.00000,0.87488,0.0008145
306,0.85002,0.81448,0.02979,0.00575,0.78542,1.00000,0.87488,0.0008133
307,0.85160,0.81151,0.03194,0.00816,0.78542,1.00000,0.87488,0.0008121
308,0.80660,0.76860,0.02995,0.00804,0.78542,1.00000,0.87488,0.0008108
309,0.79642,0.76184,0.02677,0.00781,0.78542,1.00000,0.87488,0.0008096
310,0.82419,0.78960,0.02883,0.00576,0.75159,1.00000,0.84097,0.0008084
311,0.78950,0.75578,0.02729,0.00643,0.75159,1.00000,0.84097,0.0008072
312,0.90762,0.87253,0.02809,0.00700,0.75159,1.00000,0.84097,0.0008059
313,0.89954,0.86900,0.02468,0.00585,0.75159,1.00000,0.84097,0.0008047
314,0.86632,0.83011,0.02582,0.01039,0.75159,1.00000,0.84097,0.0008035
315,0.81665,0.77781,0.03318,0.00566,0.75159,1.00000,0.84097,0.0008022
316,0.81151,0.77477,0.02723,0.00950,0.75159,1.00000,0.84097,0.0008010
317,0.85348,0.81653,0.02989,0.00706,0.75159,1.00000,0.84097,0.0007997
318,0.88195,0.84500,0.02841,0.00853,0.75159,1.00000,0.84097,0.0007985
319,0.83665,0.79837,0.02618,0.01211,0.75159,1.00000,0.84097,0.0007972
320,0.82097,0.78337,0.02671,0.01089,0.80057,1.00000,0.88136,0.0007960
321,0.78045,0.74067,0.03077,0.00901,0.80057,1.00000,0.88136,0.0007947
322,0.85450,0.81783,0.03058,0.00608,0.80057,1.00000,0.88136,0.0007934
323,0.79547,0.76192,0.02543,0.00811,0.80057,1.00000,0.88136,0.0007922
